year,month,day_of_month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance,dep_delay,IsDelayed
2024,1,3,3,UA,LAS,DEN,948,628.0,-4.0,0
2024,11,28,4,WN,SAN,BNA,805,1751.0,-2.0,0
2024,3,22,5,AS,SEA,ANC,1945,1448.0,4.0,0
2024,6,21,5,WN,AUS,LAS,1325,1090.0,0.0,0
2024,10,6,7,UA,IAH,LAS,952,1222.0,-10.0,0
2024,5,5,7,WN,LAS,HNL,900,2762.0,5.0,0
2024,6,25,2,WN,MHT,BWI,1825,377.0,48.0,1
2024,5,6,1,DL,ATL,MSY,810,425.0,-3.0,0
2024,3,17,7,OO,MSP,MOT,1017,449.0,-2.0,1
2024,7,3,3,WN,PIT,BNA,2120,462.0,70.0,1
2024,3,20,3,AA,PIT,CLT,1407,366.0,-5.0,0
2024,12,1,7,UA,BOS,ORD,2032,867.0,114.0,1
2024,8,2,5,G4,ABE,SFB,1545,882.0,55.0,1
2024,2,4,7,G4,JAX,BNA,1126,483.0,-15.0,0
2024,8,9,5,WN,ELP,AUS,1320,528.0,0.0,0
2024,4,11,4,HA,KOA,HNL,1043,163.0,-7.0,0
2024,8,1,4,WN,MDW,DCA,1510,601.0,-4.0,0
2024,4,21,7,DL,MIA,LGA,1110,1096.0,-5.0,0
2024,8,12,1,OO,SEA,PSC,1527,172.0,-1.0,0
2024,12,23,1,AA,DFW,LAX,820,1235.0,-3.0,0
2024,8,1,4,WN,LAS,ONT,1745,197.0,12.0,0
2024,9,17,2,AA,CLT,STL,1104,575.0,108.0,1
2024,3,9,6,AA,CLT,LAX,747,2125.0,17.0,0
2024,3,21,4,YX,MEM,LGA,650,963.0,16.0,0
2024,9,3,2,YX,ORD,GSP,1455,577.0,-1.0,0
2024,6,6,4,OO,MSN,MSP,1100,228.0,80.0,1
2024,8,1,4,UA,IAD,LAS,1722,2065.0,45.0,1
2024,4,11,4,NK,LAS,LAX,2334,236.0,-6.0,0
2024,2,19,1,DL,DSM,ATL,540,743.0,-5.0,0
2024,12,12,4,WN,MEM,MCO,1200,684.0,42.0,1
2024,1,2,2,OO,BNA,ORD,540,409.0,-5.0,0
2024,10,3,4,DL,LAX,MCO,1045,2218.0,-2.0,1
2024,5,16,4,DL,SLC,DCA,943,1851.0,-9.0,0
2024,11,27,3,G4,SFB,ELM,1752,954.0,113.0,1
2024,2,26,1,MQ,TPA,MIA,1006,204.0,-2.0,0
2024,3,18,1,DL,ATL,ORD,2235,606.0,-4.0,0
2024,6,28,5,WN,BWI,CVG,2240,430.0,20.0,1
2024,5,23,4,UA,SAN,IAD,825,2253.0,-6.0,0
2024,7,16,2,WN,PIT,LAS,1635,1910.0,45.0,1
2024,12,12,4,OO,DEN,FAT,1550,844.0,-4.0,0
2024,3,8,5,OO,SBN,ORD,1310,84.0,-1.0,0
2024,1,12,5,WN,PIT,ATL,1610,526.0,28.0,1
2024,7,7,7,DL,LGA,DTW,600,502.0,17.0,1
2024,6,5,3,WN,MCO,IND,2050,829.0,4.0,0
2024,12,20,5,WN,LAS,SAT,615,1069.0,-6.0,0
2024,5,6,1,OO,SLC,IDA,1715,188.0,-3.0,0
2024,4,7,7,OO,TWF,SLC,623,175.0,-13.0,0
2024,4,26,5,WN,MDW,STL,1945,251.0,177.0,1
2024,6,5,3,YX,EWR,GSP,644,594.0,-9.0,0
2024,4,1,1,WN,SMF,PHX,555,647.0,-2.0,0
2024,5,9,4,NK,LAS,CMH,2304,1771.0,-5.0,0
2024,2,17,6,AS,PHX,PDX,1959,1009.0,-13.0,0
2024,9,15,7,WN,SAN,MDW,1505,1728.0,95.0,1
2024,7,19,5,OO,JMS,DEN,1340,573.0,11.0,0
2024,9,21,6,AS,SEA,IAD,1606,2306.0,-4.0,0
2024,6,22,6,F9,CLT,PHL,1520,449.0,516.0,1
2024,4,24,3,WN,LIH,HNL,615,102.0,-6.0,0
2024,10,31,4,AA,PHL,DTW,1035,453.0,-2.0,0
2024,4,9,2,OO,ATL,CSG,1025,83.0,0.0,0
2024,6,23,7,WN,LGB,DEN,2030,854.0,-3.0,0
2024,6,7,5,NK,DTW,FLL,620,1127.0,-4.0,0
2024,9,29,7,WN,SAN,ABQ,825,628.0,7.0,1
2024,1,13,6,AA,MIA,SEA,2000,2724.0,32.0,1
2024,10,18,5,UA,IAH,SFO,1010,1635.0,12.0,1
2024,1,26,5,G4,AZA,FCA,1701,1044.0,-9.0,0
2024,12,21,6,MQ,DFW,GJT,1017,773.0,-4.0,0
2024,10,6,7,UA,ORD,EWR,1445,719.0,7.0,0
2024,1,2,2,OO,FAT,SLC,1715,501.0,14.0,0
2024,9,4,3,DL,JFK,LAX,1550,2475.0,-9.0,0
2024,2,7,3,AA,ORD,MIA,1717,1197.0,80.0,1
2024,9,19,4,9E,ATL,AGS,1420,143.0,-3.0,0
2024,11,25,1,WN,KOA,HNL,1520,163.0,-11.0,0
2024,4,16,2,NK,MCO,DFW,1900,985.0,-4.0,0
2024,6,10,1,OO,SEA,MRY,1055,750.0,-4.0,0
2024,3,15,5,WN,OAK,BUR,2000,325.0,-5.0,0
2024,5,30,4,UA,LAS,EWR,1427,2227.0,-5.0,0
2024,1,28,7,NK,FLL,ORD,2030,1182.0,-3.0,0
2024,4,22,1,DL,SJC,SLC,600,584.0,231.0,1
2024,11,26,2,DL,ATL,JFK,1215,760.0,-1.0,0
2024,7,1,1,AA,DTW,DFW,1200,986.0,-3.0,0
2024,7,5,5,AA,EGE,DFW,1439,721.0,46.0,1
2024,2,24,6,DL,BNA,DTW,1730,456.0,-11.0,0
2024,8,17,6,F9,SJC,PHX,1620,621.0,-18.0,0
2024,3,21,4,WN,OMA,HOU,1130,804.0,-8.0,0
2024,11,13,3,WN,PVD,BWI,1055,327.0,10.0,0
2024,2,27,2,AS,PDX,MCO,1035,2534.0,-4.0,0
2024,8,11,7,DL,ATL,RDU,1015,356.0,22.0,1
2024,3,22,5,UA,SFO,PHL,904,2521.0,-8.0,0
2024,4,30,2,AA,MSY,PHX,1438,1300.0,2.0,0
2024,10,12,6,WN,MSP,MDW,935,349.0,-1.0,0
2024,12,2,1,OO,PHX,LAX,719,370.0,-4.0,0
2024,10,9,3,WN,CMH,BWI,1135,337.0,29.0,0
2024,1,24,3,WN,JAN,HOU,615,359.0,120.0,1
2024,6,16,7,OO,SDF,MSP,700,604.0,-5.0,0
2024,11,21,4,B6,LGA,PBI,730,1035.0,-7.0,0
2024,1,27,6,NK,DFW,SJU,525,2165.0,4.0,0
2024,5,21,2,WN,FLL,DAL,610,1108.0,0.0,0
2024,3,29,5,AA,MIA,MCO,1255,192.0,31.0,1
2024,6,30,7,UA,ORD,SMF,1614,1781.0,107.0,1
2024,10,30,3,AA,RDU,MIA,800,700.0,0.0,0
2024,7,9,2,OO,CRW,ATL,1828,363.0,357.0,1
2024,7,5,5,YX,LGA,ACK,1359,202.0,2.0,0
2024,3,29,5,YX,CVG,JFK,1243,589.0,-5.0,0
2024,7,28,7,NK,MCO,IAH,2353,854.0,-3.0,0
2024,11,19,2,YX,EYW,PHL,1215,1121.0,-10.0,0
2024,6,10,1,OO,LAX,SJC,1650,308.0,-5.0,0
2024,1,22,1,WN,SAN,PHX,1730,304.0,80.0,1
2024,10,1,2,DL,PBI,LGA,1532,1035.0,-5.0,0
2024,5,3,5,WN,SAN,STL,840,1557.0,7.0,0
2024,9,28,6,NK,FLL,CLT,1630,632.0,-1.0,0
2024,7,22,1,YX,RDU,EWR,600,416.0,-4.0,0
2024,8,1,4,UA,AUS,DEN,530,775.0,-3.0,0
2024,12,8,7,AA,BOS,ORD,1742,867.0,-3.0,0
2024,2,29,4,OO,RDM,PHX,1421,893.0,-15.0,0
2024,9,6,5,HA,LIH,HNL,1226,102.0,-4.0,0
2024,3,30,6,OO,DEN,SBP,1133,931.0,-1.0,0
2024,4,9,2,OO,GTF,SLC,1825,463.0,0.0,0
2024,6,17,1,AA,LAX,LAS,1945,236.0,-5.0,0
2024,7,30,2,AA,DFW,FLL,1444,1119.0,-5.0,0
2024,7,9,2,WN,SMF,PDX,1645,479.0,-4.0,0
2024,9,8,7,UA,SFO,ABQ,1655,896.0,-2.0,0
2024,4,20,6,AA,SAT,CLT,625,1095.0,-9.0,0
2024,7,6,6,9E,JFK,RDU,1220,427.0,104.0,1
2024,5,16,4,WN,ATL,MCO,1610,404.0,19.0,0
2024,7,12,5,NK,LAX,BWI,2235,2329.0,35.0,1
2024,4,7,7,UA,IAD,IAH,821,1190.0,-1.0,0
2024,12,2,1,DL,LGA,ATL,759,762.0,-5.0,0
2024,11,15,5,WN,PHX,BNA,545,1449.0,1.0,0
2024,8,24,6,WN,ITO,HNL,615,216.0,0.0,0
2024,9,27,5,WN,OAK,SNA,625,371.0,0.0,0
2024,4,12,5,AA,DFW,FLL,1245,1119.0,-5.0,0
2024,6,6,4,DL,CHA,ATL,1514,106.0,26.0,1
2024,4,4,4,UA,PHX,IAD,1355,1956.0,1.0,0
2024,12,12,4,AA,MFE,DFW,500,469.0,-3.0,0
2024,12,13,5,AS,TUS,SEA,1520,1216.0,-2.0,0
2024,11,29,5,WN,STL,FLL,1815,1057.0,8.0,0
2024,1,2,2,WN,DAL,ABQ,2110,580.0,20.0,0
2024,10,26,6,AS,PDX,PHX,1328,1009.0,-6.0,0
2024,7,15,1,AA,PHL,TPA,700,920.0,-4.0,0
2024,4,27,6,DL,ATL,OMA,1645,821.0,-9.0,0
2024,4,29,1,OO,ORD,MLI,1552,139.0,168.0,1
2024,11,13,3,WN,HRL,AUS,1730,273.0,7.0,0
2024,5,7,2,MQ,MLU,DFW,600,293.0,-5.0,0
2024,7,20,6,OH,JAN,CLT,515,562.0,52.0,1
2024,3,27,3,MQ,CLT,HHH,1118,207.0,5.0,0
2024,9,30,1,NK,BNA,EWR,1410,748.0,-6.0,0
2024,1,31,3,OH,CLT,BHM,2225,350.0,6.0,0
2024,2,28,3,UA,DEN,SLC,802,391.0,-5.0,0
2024,1,29,1,WN,AUS,LBB,1955,341.0,17.0,0
2024,2,10,6,DL,MSP,RSW,1856,1416.0,6.0,0
2024,4,29,1,B6,FLL,JFK,834,1069.0,-3.0,0
2024,4,23,2,WN,BDL,BWI,625,283.0,10.0,0
2024,9,8,7,WN,LAS,SAN,2155,258.0,-6.0,0
2024,5,21,2,WN,PHX,COS,1900,551.0,36.0,1
2024,4,24,3,YX,IAH,PHL,1400,1325.0,50.0,1
2024,1,9,2,MQ,DFW,PIA,1928,672.0,44.0,1
2024,10,6,7,B6,JFK,ROC,2215,264.0,43.0,1
2024,10,10,4,DL,JFK,MIA,700,1089.0,-3.0,0
2024,3,4,1,OO,DAY,ORD,1800,240.0,-13.0,0
2024,7,14,7,YX,BOS,DCA,810,399.0,-11.0,1
2024,9,10,2,UA,EWR,MCO,1122,937.0,-9.0,0
2024,2,9,5,UA,EWR,LAS,902,2227.0,-7.0,0
2024,7,21,7,UA,PIT,ORD,1800,413.0,13.0,0
2024,1,31,3,WN,DEN,LGA,1350,1620.0,-6.0,0
2024,6,8,6,DL,ATL,CLT,1550,226.0,42.0,1
2024,4,4,4,WN,BNA,SAV,1805,417.0,61.0,1
2024,12,1,7,AA,PHX,CLT,730,1773.0,-7.0,0
2024,7,22,1,AS,PDX,LAX,1750,834.0,21.0,1
2024,11,17,7,MQ,DFW,AMA,2130,312.0,19.0,1
2024,6,12,3,OO,SEA,LWS,1950,261.0,-8.0,0
2024,9,20,5,OO,RNO,LAX,1154,391.0,69.0,1
2024,11,4,1,AA,TUL,DFW,500,237.0,-7.0,0
2024,10,22,2,DL,DFW,LAX,1600,1235.0,-9.0,0
2024,5,12,7,OO,ICT,ORD,745,588.0,-5.0,0
2024,7,24,3,OO,ORD,XNA,900,522.0,-4.0,1
2024,9,27,5,WN,AUS,LAX,550,1242.0,7.0,0
2024,5,5,7,HA,OGG,SEA,1510,2640.0,10.0,0
2024,6,3,1,G4,LAS,AUS,610,1090.0,-8.0,0
2024,5,27,1,UA,ATL,IAH,935,689.0,149.0,1
2024,3,26,2,B6,BOS,RDU,755,612.0,-10.0,0
2024,5,22,3,DL,MSP,FCA,2154,1026.0,14.0,0
2024,9,16,1,OO,RAP,MSP,1629,489.0,-8.0,0
2024,11,2,6,DL,PDX,SLC,510,630.0,-10.0,0
2024,10,1,2,OO,SMF,SEA,1025,605.0,-5.0,0
2024,12,21,6,UA,ORD,CLE,1432,316.0,10.0,0
2024,4,22,1,AA,BUF,CLT,600,546.0,-3.0,0
2024,1,2,2,WN,MDW,DEN,1610,895.0,8.0,0
2024,12,2,1,OH,CLT,FWA,2128,460.0,-6.0,0
2024,3,9,6,OH,CLT,GSO,1310,83.0,102.0,1
2024,4,24,3,NK,SJU,MCO,1454,1189.0,-3.0,0
2024,1,8,1,AA,MIA,DFW,800,1121.0,0.0,1
2024,2,26,1,B6,DCA,SJU,800,1554.0,-2.0,0
2024,6,3,1,DL,MSP,BOI,1029,1142.0,0.0,0
2024,11,8,5,DL,RDU,LAX,735,2239.0,-2.0,0
2024,12,9,1,G4,LAS,RAP,1647,843.0,-8.0,0
2024,7,9,2,UA,IAH,MFE,2024,316.0,2.0,0
2024,7,20,6,YX,MVY,DCA,1216,383.0,40.0,1
2024,10,19,6,DL,MSP,DTW,1245,528.0,-10.0,0
2024,7,11,4,OO,DEN,JAC,800,406.0,49.0,1
2024,8,24,6,WN,RNO,LAS,1220,345.0,-2.0,0
2024,4,29,1,9E,IND,JFK,720,665.0,-9.0,0
2024,11,13,3,AS,EWR,SFO,1600,2565.0,-10.0,0
2024,8,28,3,AS,SEA,SAN,1455,1050.0,0.0,0
2024,9,22,7,AS,ANC,JNU,1047,571.0,-12.0,0
2024,11,22,5,WN,HOU,SDF,1130,803.0,22.0,1
2024,9,16,1,WN,HNL,KOA,1905,163.0,-3.0,0
2024,6,17,1,AA,GSO,DFW,705,999.0,0.0,0
2024,4,2,2,AA,LAS,DFW,1254,1055.0,-5.0,1
2024,4,22,1,OO,DFW,OKC,1652,175.0,-6.0,0
2024,12,31,2,WN,OAK,LAS,1815,407.0,18.0,0
2024,2,27,2,AA,STL,CLT,710,575.0,-1.0,0
2024,4,12,5,OO,LGA,SDF,1229,659.0,-1.0,0
2024,12,6,5,MQ,BNA,TPA,830,612.0,-2.0,0
2024,10,6,7,WN,BNA,FLL,1935,793.0,18.0,0
2024,10,11,5,AA,ELP,DFW,948,551.0,-11.0,0
2024,4,16,2,WN,CMH,BNA,2025,337.0,6.0,0
2024,4,8,1,WN,SAT,DAL,900,247.0,-9.0,0
2024,7,16,2,OO,AUS,MAF,2230,294.0,-10.0,0
2024,4,15,1,G4,AZA,HOU,810,998.0,-6.0,0
2024,12,3,2,AA,PHX,BNA,1745,1449.0,-5.0,0
2024,1,26,5,DL,IAH,MSP,1450,1034.0,-5.0,0
2024,7,30,2,OO,DRO,PHX,1915,351.0,8.0,0
2024,6,11,2,WN,STL,MSP,1010,448.0,17.0,1
2024,1,7,7,DL,SJU,BOS,1351,1674.0,-2.0,0
2024,12,20,5,OH,PHL,CLE,1925,363.0,50.0,1
2024,2,22,4,9E,BNA,JFK,1925,765.0,8.0,1
2024,2,20,2,AA,SFO,CLT,2215,2296.0,21.0,0
2024,7,15,1,G4,EYW,CVG,1456,1013.0,5.0,0
2024,5,24,5,AA,EWR,PHX,615,2133.0,46.0,1
2024,2,8,4,AA,LAX,BOS,2200,2611.0,-7.0,0
2024,12,25,3,AA,PHL,LAX,1619,2402.0,-3.0,0
2024,7,25,4,UA,EWR,MCO,830,937.0,-3.0,0
2024,7,12,5,AA,CLT,DTW,1300,500.0,105.0,1
2024,8,11,7,WN,MDW,TPA,1105,997.0,1.0,1
2024,11,3,7,WN,MSY,DEN,1150,1062.0,27.0,1
2024,11,15,5,DL,LAS,LAX,615,236.0,-8.0,0
2024,7,2,2,UA,DEN,BWI,945,1491.0,84.0,1
2024,11,21,4,DL,ATL,BDL,820,859.0,-5.0,0
2024,8,12,1,AS,BOS,SEA,1000,2496.0,46.0,1
2024,4,26,5,OO,DEN,BZN,1325,524.0,0.0,0
2024,11,12,2,DL,BOS,MCO,1155,1121.0,-2.0,0
2024,7,19,5,WN,HOU,LAS,820,1235.0,53.0,1
2024,5,7,2,DL,SNA,MSP,800,1522.0,22.0,0
2024,9,18,3,WN,DEN,DAL,1935,651.0,4.0,0
2024,4,15,1,OO,SLC,ABQ,1555,493.0,-6.0,0
2024,6,28,5,UA,DEN,ORD,745,888.0,-4.0,0
2024,3,18,1,AS,ANC,SEA,900,1448.0,-12.0,0
2024,10,16,3,OO,SMF,LAX,1630,373.0,-13.0,0
2024,9,27,5,DL,BOS,LAX,1630,2611.0,-4.0,0
2024,6,17,1,WN,BNA,AUS,1115,756.0,-5.0,0
2024,3,20,3,WN,SDF,DEN,1040,1024.0,-2.0,0
2024,10,2,3,G4,PGD,IND,1415,916.0,-2.0,0
2024,11,13,3,WN,BHM,MDW,1455,570.0,0.0,0
2024,6,11,2,DL,ATL,GSP,1251,153.0,-5.0,0
2024,1,9,2,AA,MCO,CLT,612,468.0,30.0,1
2024,6,22,6,UA,ORD,PNS,1035,794.0,6.0,0
2024,11,29,5,UA,SFO,PHX,2045,651.0,-10.0,1
2024,4,1,1,WN,BHM,MDW,1735,570.0,8.0,0
2024,7,1,1,UA,EWR,SAN,630,2425.0,149.0,1
2024,6,14,5,WN,DEN,LAX,1250,862.0,15.0,1
2024,5,27,1,AA,DFW,BNA,1645,631.0,21.0,1
2024,7,24,3,MQ,YUM,PHX,1700,160.0,-8.0,0
2024,2,23,5,AA,SAV,DFW,1351,925.0,0.0,0
2024,6,18,2,UA,LAX,IAH,1655,1379.0,62.0,1
2024,4,14,7,AA,MEM,DFW,1041,431.0,-4.0,0
2024,8,8,4,OO,DTW,SBN,2000,157.0,109.0,1
2024,5,7,2,OH,DFW,LFT,1219,351.0,-7.0,0
2024,6,14,5,OO,PHX,BUR,1431,369.0,-8.0,0
2024,5,21,2,AA,MSN,PHX,730,1396.0,-2.0,1
2024,8,20,2,NK,EWR,DFW,1339,1372.0,7.0,0
2024,7,21,7,F9,TPA,CLE,501,927.0,-8.0,0
2024,9,16,1,DL,BZN,ATL,1410,1640.0,3.0,0
2024,5,20,1,MQ,MCI,DFW,1047,460.0,-8.0,0
2024,7,5,5,OH,CLT,SAV,2010,213.0,10.0,0
2024,7,3,3,WN,SDF,MDW,1650,271.0,-4.0,0
2024,11,16,6,F9,CLT,PHL,956,449.0,-12.0,0
2024,11,1,5,NK,EWR,CHS,1000,628.0,65.0,1
2024,6,22,6,AA,LAX,HNL,1352,2556.0,1.0,0
2024,11,24,7,UA,AUS,SFO,1948,1504.0,-5.0,0
2024,2,4,7,WN,DEN,IND,715,977.0,-1.0,1
2024,8,22,4,MQ,OKC,DFW,1821,175.0,3.0,0
2024,12,9,1,YX,RDU,PIT,1849,328.0,128.0,1
2024,11,3,7,UA,BDL,IAD,600,325.0,-1.0,0
2024,4,27,6,B6,BWI,BOS,1440,369.0,-12.0,0
2024,5,20,1,9E,LGA,MYR,2050,563.0,-13.0,0
2024,6,30,7,OO,SJC,LAX,1900,308.0,-2.0,1
2024,10,20,7,DL,DTW,BNA,2003,456.0,20.0,0
2024,3,18,1,B6,FLL,LGA,1300,1076.0,32.0,0
2024,6,14,5,9E,CWA,MSP,708,175.0,-1.0,0
2024,7,11,4,WN,RDU,DEN,500,1436.0,-1.0,0
2024,4,1,1,AA,TYS,CLT,500,177.0,-6.0,0
2024,6,20,4,UA,SFO,SNA,1910,372.0,65.0,1
2024,1,23,2,AA,ELP,DFW,1712,551.0,153.0,1
2024,2,14,3,DL,LAX,PDX,920,834.0,-6.0,0
2024,12,17,2,DL,SFO,SLC,1925,599.0,-8.0,0
2024,3,13,3,UA,BOS,EWR,1845,200.0,-10.0,0
2024,10,19,6,UA,ATL,IAD,1440,534.0,-9.0,0
2024,2,2,5,AA,DFW,MCO,1845,985.0,1.0,0
2024,9,9,1,DL,IAH,ATL,1659,689.0,-7.0,0
2024,1,5,5,OO,MAF,PHX,843,581.0,11.0,1
2024,6,15,6,YX,IAD,LGA,2210,229.0,-4.0,0
2024,7,3,3,DL,ATL,PNS,1010,271.0,-1.0,0
2024,11,26,2,B6,MCO,BQN,2215,1129.0,26.0,1
2024,11,24,7,UA,DCA,IAH,1635,1208.0,-3.0,0
2024,1,20,6,AA,DFW,DCA,1910,1192.0,-6.0,0
2024,4,25,4,WN,MCO,SJU,1845,1189.0,5.0,0
2024,12,30,1,AA,EWR,DFW,1239,1372.0,25.0,0
2024,3,15,5,DL,SFO,ATL,2230,2139.0,-1.0,0
2024,3,23,6,AA,MCO,DCA,1359,759.0,49.0,1
2024,3,11,1,WN,ATL,CMH,1525,447.0,0.0,0
2024,10,21,1,OO,SFO,BOI,1825,522.0,10.0,0
2024,8,30,5,OO,SFO,SNA,1730,372.0,-1.0,0
2024,10,11,5,AA,LGA,CLT,1704,544.0,99.0,1
2024,12,7,6,WN,LAS,LIH,1040,2818.0,215.0,1
2024,4,16,2,DL,IAD,SLC,710,1828.0,114.0,1
2024,11,8,5,UA,SFO,ONT,2100,363.0,17.0,1
2024,11,22,5,DL,SAN,SLC,640,626.0,-10.0,0
2024,2,15,4,UA,FLL,EWR,800,1065.0,-8.0,0
2024,1,22,1,F9,ATL,MDW,1312,591.0,-8.0,0
2024,4,1,1,NK,ROC,MCO,1342,1033.0,-4.0,0
2024,6,20,4,NK,LGA,MIA,1659,1096.0,0.0,0
2024,3,8,5,DL,JAX,JFK,1809,828.0,-11.0,0
2024,7,2,2,OO,DFW,BPT,1229,270.0,-10.0,0
2024,7,8,1,DL,DTW,MSP,1951,528.0,-3.0,0
2024,6,9,7,UA,RSW,EWR,1728,1068.0,-3.0,0
2024,11,14,4,WN,GSP,BNA,1055,265.0,17.0,0
2024,9,19,4,NK,DFW,LAX,1400,1235.0,0.0,0
2024,8,11,7,MQ,TRI,DFW,1629,868.0,-4.0,0
2024,5,1,3,YX,EWR,MCI,930,1092.0,39.0,1
2024,2,20,2,WN,IND,RSW,800,945.0,1.0,0
2024,4,7,7,OO,DEN,FSD,2045,483.0,12.0,0
2024,7,26,5,OO,SFO,SAN,1048,447.0,-6.0,0
2024,5,4,6,F9,MCO,CVG,525,757.0,-10.0,0
2024,4,25,4,WN,OAK,BUR,1125,325.0,0.0,0
2024,12,5,4,G4,AZA,FNT,952,1650.0,-6.0,0
2024,10,28,1,YX,BOS,DCA,1420,399.0,-12.0,0
2024,7,16,2,9E,LGA,SAV,854,722.0,-8.0,0
2024,5,23,4,WN,ELP,DEN,1010,563.0,-3.0,0
2024,12,14,6,AA,DTW,CLT,1344,500.0,-8.0,0
2024,10,16,3,OO,SFO,MFR,1622,329.0,-1.0,0
2024,6,17,1,WN,DAL,SAT,1315,247.0,2.0,0
2024,3,26,2,OO,ATL,FWA,2135,508.0,-6.0,0
2024,11,20,3,WN,STL,MIA,855,1068.0,-1.0,0
2024,4,30,2,MQ,EWR,ORD,1735,719.0,0.0,1
2024,10,15,2,OH,MYR,DCA,1928,372.0,-13.0,0
2024,1,13,6,YX,PWM,ORD,1625,900.0,11.0,0
2024,1,29,1,DL,LEX,ATL,1833,304.0,-19.0,0
2024,3,29,5,UA,DEN,DSM,1330,589.0,-8.0,0
2024,1,12,5,G4,TYS,AUS,1315,882.0,63.0,1
2024,3,5,2,AA,MCO,CLT,1344,468.0,22.0,0
2024,11,24,7,B6,HPN,FLL,959,1097.0,-9.0,0
2024,9,27,5,9E,CVG,LGA,802,585.0,-6.0,0
2024,3,26,2,WN,ATL,PBI,1030,545.0,10.0,0
2024,8,18,7,WN,STL,OKC,1035,462.0,-2.0,0
2024,5,9,4,AA,DTW,CLT,1534,500.0,22.0,1
2024,7,15,1,OO,DTW,HPN,1453,505.0,-2.0,0
2024,9,19,4,OO,ORD,TUS,1945,1437.0,-1.0,1
2024,7,18,4,YX,IND,LGA,1158,660.0,-6.0,0
2024,2,19,1,AA,DFW,SDF,1429,733.0,-6.0,0
2024,1,4,4,DL,DTW,LGA,2140,502.0,30.0,1
2024,8,20,2,WN,AMA,DAL,1140,323.0,-6.0,0
2024,9,4,3,WN,HNL,OGG,615,100.0,-5.0,0
2024,6,25,2,F9,LIT,DEN,1441,771.0,4.0,0
2024,2,10,6,MQ,AUS,MIA,1640,1103.0,-5.0,0
2024,4,27,6,YX,BOS,MIA,916,1258.0,-9.0,0
2024,3,22,5,WN,AUS,ELP,1620,528.0,-3.0,0
2024,10,1,2,WN,LAX,DEN,1310,862.0,2.0,0
2024,8,9,5,NK,PIT,EWR,1709,319.0,227.0,1
2024,2,19,1,MQ,MIA,CMH,1453,990.0,0.0,0
2024,11,28,4,WN,BWI,HOU,650,1246.0,-2.0,0
2024,4,4,4,WN,STL,DCA,1835,719.0,-9.0,0
2024,2,19,1,OH,BHM,CLT,1458,350.0,-4.0,0
2024,8,15,4,AA,MIA,SJU,829,1045.0,-5.0,0
2024,5,2,4,NK,FLL,PIT,2110,994.0,-6.0,0
2024,7,21,7,OH,CAE,DCA,1935,408.0,22.0,1
2024,4,7,7,OO,CSG,ATL,1200,83.0,-1.0,0
2024,2,7,3,F9,PHX,SNA,1312,338.0,-12.0,0
2024,8,7,3,WN,OKC,LAS,810,986.0,-2.0,0
2024,3,28,4,OH,CAK,CLT,635,394.0,-10.0,0
2024,8,16,5,UA,SAT,IAD,709,1362.0,-5.0,0
2024,12,26,4,WN,BWI,LAS,1015,2106.0,1.0,0
2024,12,26,4,UA,LAX,IAH,1150,1379.0,-6.0,1
2024,3,22,5,WN,RSW,IND,2050,945.0,88.0,1
2024,9,16,1,AA,LAX,PHL,815,2402.0,-5.0,0
2024,2,17,6,AA,DFW,PDX,1046,1616.0,-1.0,0
2024,9,4,3,DL,LAX,MCI,835,1363.0,1.0,0
2024,4,1,1,WN,MCI,AUS,625,650.0,-2.0,0
2024,8,10,6,WN,BHM,MDW,600,570.0,419.0,1
2024,4,12,5,B6,JFK,ONT,1910,2429.0,57.0,1
2024,10,19,6,F9,LAS,PHX,1047,255.0,-12.0,0
2024,1,11,4,F9,PSE,MCO,1708,1179.0,135.0,1
2024,5,20,1,OH,CLT,SBN,1457,534.0,-5.0,0
2024,2,25,7,AA,DFW,PIT,710,1067.0,-8.0,0
2024,11,23,6,OH,ILM,CLT,1242,185.0,10.0,0
2024,6,23,7,AA,MIA,LAS,1000,2174.0,25.0,0
2024,7,21,7,WN,BNA,RSW,1430,722.0,3.0,0
2024,3,19,2,UA,MCO,EWR,1248,937.0,-5.0,0
2024,6,27,4,WN,AUS,ONT,1520,1196.0,38.0,1
2024,10,23,3,AS,SAN,AUS,1832,1164.0,-12.0,0
2024,10,28,1,UA,RSW,IAH,1354,861.0,9.0,0
2024,3,15,5,WN,DAL,MAF,1740,319.0,29.0,1
2024,9,9,1,OO,DFW,GRI,1345,561.0,-6.0,0
2024,7,9,2,DL,SNA,SLC,1900,588.0,0.0,0
2024,8,13,2,UA,MSP,DEN,1805,680.0,51.0,1
2024,10,24,4,9E,JFK,SAV,806,718.0,-5.0,0
2024,8,12,1,WN,BWI,RIC,2140,121.0,18.0,0
2024,12,18,3,MQ,COU,DFW,1212,490.0,-5.0,0
2024,12,12,4,AS,SEA,CLE,1036,2021.0,-7.0,0
2024,8,9,5,DL,CHS,ATL,822,259.0,-12.0,0
2024,4,29,1,WN,PHX,TPA,1620,1788.0,0.0,0
2024,10,2,3,WN,BWI,MHT,1240,377.0,-2.0,0
2024,10,26,6,WN,SNA,LAS,850,226.0,88.0,1
2024,7,17,3,UA,LAX,MCO,2300,2218.0,18.0,0
2024,6,11,2,AA,DFW,CID,1645,685.0,134.0,1
2024,8,18,7,WN,PHL,TPA,1145,920.0,-3.0,0
